title,artist,top genre,year released,added,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,top year,artist type
"i hate u, i love u (feat. olivia o'brien)",Garrett Nash,electropop,2016.0,2020‑06‑08,93.0,28.0,49.0,-13.0,10.0,18.0,251.0,69.0,30.0,82.0,2016.0,Solo
"Me, Myself & I",G-Eazy,indie pop rap,2015.0,2020‑06‑08,112.0,67.0,76.0,-7.0,16.0,39.0,251.0,2.0,10.0,82.0,2016.0,Solo
Starving,Hailee Steinfeld,dance pop,2016.0,2020‑06‑08,100.0,62.0,73.0,-4.0,11.0,51.0,182.0,38.0,6.0,81.0,2016.0,Solo
Can I Be Him,James Arthur,pop,2016.0,2020‑06‑08,108.0,54.0,70.0,-6.0,9.0,48.0,247.0,31.0,5.0,80.0,2016.0,Solo
When You Love Someone,James TW,neo mellow,2019.0,2020‑06‑08,126.0,45.0,68.0,-6.0,5.0,35.0,217.0,26.0,3.0,79.0,2016.0,Solo
Love Me Now,John Legend,neo soul,2016.0,2020‑06‑08,123.0,77.0,42.0,-4.0,11.0,72.0,210.0,57.0,9.0,59.0,2016.0,Solo
Perfect Strangers,Jonas Blue,dance pop,2018.0,2020‑06‑08,118.0,86.0,73.0,-4.0,21.0,70.0,197.0,39.0,5.0,80.0,2016.0,Solo
Fast Car,Jonas Blue,dance pop,2018.0,2020‑06‑08,114.0,58.0,67.0,-7.0,31.0,55.0,212.0,47.0,6.0,77.0,2016.0,Solo
Love Yourself,Justin Bieber,canadian pop,2015.0,2020‑06‑08,100.0,38.0,61.0,-10.0,28.0,52.0,234.0,84.0,44.0,87.0,2016.0,Solo
Sorry,Justin Bieber,canadian pop,2015.0,2020‑06‑08,100.0,76.0,65.0,-4.0,30.0,41.0,201.0,8.0,5.0,85.0,2016.0,Solo
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,dance pop,2016.0,2020‑06‑08,113.0,83.0,67.0,-6.0,10.0,70.0,238.0,1.0,7.0,77.0,2016.0,Solo
Gold,Kiiara,alt z,2020.0,2020‑06‑08,113.0,41.0,60.0,-9.0,13.0,41.0,226.0,62.0,34.0,64.0,2016.0,Solo
Stole the Show,Kygo,edm,2016.0,2020‑06‑08,100.0,64.0,64.0,-8.0,32.0,48.0,223.0,27.0,23.0,78.0,2016.0,Solo
Stay (feat. Maty Noyes),Kygo,edm,2015.0,2020‑06‑08,103.0,74.0,65.0,-8.0,17.0,38.0,239.0,4.0,4.0,65.0,2016.0,Solo
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,hip hop,2016.0,2020‑06‑08,169.0,79.0,50.0,-4.0,65.0,74.0,243.0,26.0,32.0,80.0,2016.0,Solo
Shout Out to My Ex,Little Mix,dance pop,2016.0,2020‑06‑08,126.0,75.0,77.0,-4.0,11.0,80.0,246.0,2.0,9.0,81.0,2016.0,Band/Group
7 Years,Lukas Graham,danish pop,2016.0,2020‑06‑08,120.0,47.0,77.0,-6.0,39.0,34.0,237.0,29.0,5.0,83.0,2016.0,Band/Group
Alaska,Maggie Rogers,indie pop,2019.0,2021‑08‑09,104.0,39.0,85.0,-11.0,11.0,18.0,188.0,41.0,5.0,70.0,2016.0,Solo
Cold Water,Major Lazer,dance pop,2016.0,2020‑06‑08,93.0,80.0,61.0,-5.0,16.0,50.0,185.0,7.0,4.0,72.0,2016.0,Trio
You & Me,Marc E. Bassy,pop,2017.0,2020‑06‑08,84.0,64.0,45.0,-8.0,19.0,61.0,218.0,4.0,28.0,69.0,2016.0,Solo
Alone,Marshmello,brostep,2016.0,2021‑08‑17,142.0,95.0,63.0,-4.0,11.0,42.0,274.0,2.0,3.0,76.0,2016.0,Solo
In the Name of Love,Martin Garrix,dance pop,2016.0,2020‑06‑08,134.0,52.0,50.0,-6.0,45.0,17.0,196.0,11.0,4.0,81.0,2016.0,Solo
NO,Meghan Trainor,dance pop,2017.0,2020‑06‑08,92.0,80.0,56.0,-4.0,74.0,66.0,214.0,1.0,21.0,75.0,2016.0,Solo
The Ocean (feat. Shy Martin),Mike Perry,dance pop,2016.0,2020‑06‑08,90.0,57.0,63.0,-6.0,10.0,19.0,183.0,2.0,3.0,75.0,2016.0,Solo
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,dance pop,2016.0,2020‑06‑08,102.0,71.0,66.0,-7.0,8.0,71.0,198.0,4.0,11.0,81.0,2016.0,Solo
Final Song,MØ,art pop,2016.0,2020‑06‑08,105.0,67.0,70.0,-6.0,8.0,25.0,236.0,1.0,3.0,70.0,2016.0,Solo
This Town,Niall Horan,dance pop,2016.0,2020‑06‑08,112.0,41.0,68.0,-8.0,12.0,20.0,233.0,70.0,3.0,64.0,2016.0,Solo
Close,Nick Jonas,dance pop,2016.0,2020‑06‑08,124.0,62.0,65.0,-5.0,14.0,40.0,234.0,25.0,8.0,74.0,2016.0,Solo
History,Olivia Holt,alt z,2016.0,2020‑06‑08,101.0,63.0,77.0,-7.0,12.0,54.0,204.0,10.0,5.0,64.0,2016.0,Solo
History,One Direction,boy band,2015.0,2020‑06‑08,87.0,70.0,66.0,-4.0,6.0,80.0,187.0,4.0,5.0,77.0,2016.0,Band/Group
Wherever I Go,OneRepublic,dance pop,2016.0,2021‑11‑25,100.0,68.0,54.0,-6.0,24.0,35.0,170.0,10.0,4.0,68.0,2016.0,Band/Group
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,dance pop,2016.0,2020‑06‑29,163.0,70.0,63.0,-6.0,11.0,52.0,215.0,1.0,15.0,73.0,2016.0,Solo
Not Nice,PARTYNEXTDOOR,pop,2016.0,2020‑06‑08,128.0,50.0,60.0,-9.0,12.0,73.0,203.0,3.0,8.0,67.0,2016.0,Solo
Needed Me,Rihanna,barbadian pop,2016.0,2020‑06‑08,111.0,31.0,67.0,-8.0,8.0,30.0,192.0,11.0,24.0,84.0,2016.0,Solo
Work,Rihanna,barbadian pop,2016.0,2020‑06‑08,92.0,53.0,73.0,-6.0,9.0,56.0,219.0,8.0,9.0,80.0,2016.0,Solo
Lost Boy,Ruth B.,alt z,2015.0,2020‑06‑08,124.0,6.0,71.0,-15.0,9.0,35.0,275.0,97.0,5.0,77.0,2016.0,Solo
You Don't Own Me (feat. G-Eazy),SAYGRACE,dance pop,2016.0,2020‑06‑08,186.0,64.0,33.0,-6.0,6.0,26.0,201.0,16.0,9.0,74.0,2016.0,Solo
Same Old Love,Selena Gomez,dance pop,2015.0,2020‑06‑08,98.0,59.0,67.0,-4.0,21.0,44.0,229.0,2.0,3.0,70.0,2016.0,Solo
Hands To Myself,Selena Gomez,dance pop,2015.0,2020‑06‑08,111.0,50.0,81.0,-7.0,34.0,47.0,201.0,1.0,12.0,68.0,2016.0,Solo
Treat You Better,Shawn Mendes,canadian pop,2017.0,2020‑06‑08,83.0,82.0,44.0,-4.0,11.0,75.0,188.0,11.0,34.0,86.0,2016.0,Solo
I Know What You Did Last Summer,Shawn Mendes,canadian pop,2015.0,2020‑06‑08,114.0,76.0,69.0,-5.0,15.0,74.0,224.0,10.0,9.0,77.0,2016.0,Solo
The Greatest (feat. Kendrick Lamar),Sia,australian dance,2016.0,2020‑06‑08,192.0,73.0,67.0,-6.0,6.0,73.0,210.0,1.0,27.0,73.0,2016.0,Solo
Cheap Thrills (feat. Sean Paul),Sia,australian dance,2016.0,2020‑06‑08,90.0,80.0,59.0,-5.0,8.0,73.0,225.0,6.0,22.0,73.0,2016.0,Solo
Sweet Lovin' - Radio Edit,Sigala,dance pop,2018.0,2020‑06‑08,125.0,85.0,68.0,-3.0,34.0,71.0,202.0,21.0,7.0,69.0,2016.0,Solo
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,edm,2015.0,2020‑06‑08,95.0,52.0,68.0,-6.0,11.0,18.0,230.0,12.0,14.0,77.0,2016.0,Duo
Just Hold On,Steve Aoki,dance pop,2018.0,2020‑06‑08,115.0,93.0,65.0,-4.0,6.0,39.0,199.0,0.0,8.0,61.0,2016.0,Solo
Somebody Else,The 1975,modern alternative rock,2016.0,2020‑06‑08,101.0,79.0,61.0,-6.0,15.0,47.0,348.0,20.0,6.0,76.0,2016.0,Band/Group
The Sound,The 1975,modern alternative rock,2016.0,2021‑08‑09,121.0,94.0,65.0,-5.0,45.0,55.0,249.0,9.0,8.0,63.0,2016.0,Band/Group
Closer,The Chainsmokers,dance pop,2016.0,2020‑06‑08,95.0,52.0,75.0,-6.0,11.0,66.0,245.0,41.0,3.0,88.0,2016.0,Duo
Don't Let Me Down,The Chainsmokers,dance pop,2016.0,2020‑06‑08,160.0,87.0,53.0,-5.0,14.0,42.0,208.0,16.0,17.0,83.0,2016.0,Duo
Roses,The Chainsmokers,dance pop,2015.0,2020‑06‑08,100.0,80.0,71.0,-7.0,31.0,34.0,227.0,4.0,6.0,78.0,2016.0,Duo
Ophelia,The Lumineers,folk-pop,2016.0,2020‑06‑08,76.0,57.0,66.0,-7.0,9.0,57.0,160.0,61.0,3.0,79.0,2016.0,Band/Group
Starboy,The Weeknd,canadian contemporary r&b,2016.0,2020‑06‑08,186.0,59.0,68.0,-7.0,14.0,49.0,230.0,14.0,28.0,88.0,2016.0,Solo
Once In a While,Timeflies,dance pop,2016.0,2020‑06‑25,105.0,69.0,79.0,-6.0,62.0,35.0,215.0,1.0,14.0,65.0,2016.0,Duo
Girls Like (feat. Zara Larsson),Tinie Tempah,dance pop,2016.0,2020‑06‑08,120.0,80.0,92.0,-3.0,8.0,54.0,196.0,37.0,5.0,67.0,2016.0,Solo
Cool Girl,Tove Lo,art pop,2016.0,2020‑06‑08,102.0,69.0,67.0,-7.0,8.0,20.0,199.0,31.0,11.0,69.0,2016.0,Solo
Renegades,X Ambassadors,modern alternative rock,2015.0,2021‑05‑06,90.0,86.0,53.0,-6.0,23.0,53.0,195.0,1.0,9.0,80.0,2016.0,Band/Group
Unsteady,X Ambassadors,modern alternative rock,2015.0,2020‑06‑08,117.0,67.0,39.0,-6.0,12.0,20.0,194.0,18.0,6.0,78.0,2016.0,Band/Group
Never Forget You,Zara Larsson,dance pop,2017.0,2020‑06‑08,146.0,73.0,58.0,-6.0,27.0,28.0,213.0,0.0,5.0,78.0,2016.0,Solo
PILLOWTALK,ZAYN,dance pop,2016.0,2020‑06‑08,125.0,70.0,58.0,-4.0,9.0,44.0,203.0,12.0,5.0,82.0,2016.0,Solo
It's A Vibe,2 Chainz,atl hip hop,2017.0,2021‑01‑28,73.0,50.0,82.0,-7.0,11.0,53.0,210.0,3.0,15.0,77.0,2017.0,Solo
Bank Account,21 Savage,atl hip hop,2017.0,2021‑01‑28,75.0,35.0,88.0,-8.0,9.0,38.0,220.0,2.0,35.0,82.0,2017.0,Solo
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,melodic rap,2017.0,2021‑01‑28,129.0,81.0,84.0,-5.0,12.0,81.0,209.0,50.0,6.0,79.0,2017.0,Solo
Plain Jane,A$AP Ferg,gangster rap,2017.0,2021‑01‑28,170.0,84.0,80.0,-5.0,9.0,52.0,174.0,7.0,28.0,79.0,2017.0,Solo
Weak,AJR,modern rock,2017.0,2021‑01‑28,124.0,64.0,67.0,-5.0,19.0,70.0,201.0,12.0,5.0,71.0,2017.0,Trio
Caroline,Aminé,hip hop,2017.0,2021‑01‑28,120.0,34.0,94.0,-10.0,26.0,71.0,210.0,17.0,51.0,80.0,2017.0,Solo
More Than You Know,Axwell /\ Ingrosso,dance pop,2017.0,2021‑01‑28,123.0,74.0,65.0,-5.0,31.0,57.0,203.0,3.0,3.0,83.0,2017.0,Duo
Rolex,Ayo & Teo,social media pop,2017.0,2021‑01‑28,145.0,89.0,80.0,-3.0,27.0,79.0,239.0,8.0,4.0,73.0,2017.0,Duo
Bounce Back,Big Sean,detroit hip hop,2017.0,2021‑01‑28,82.0,57.0,78.0,-6.0,13.0,27.0,222.0,11.0,14.0,76.0,2017.0,Solo
Man's Not Hot,Big Shaq,london rap,2017.0,2021‑01‑28,135.0,88.0,91.0,-4.0,11.0,59.0,186.0,11.0,24.0,67.0,2017.0,Solo
Bored,Billie Eilish,art pop,2017.0,2021‑09‑20,120.0,32.0,61.0,-13.0,8.0,11.0,181.0,90.0,5.0,88.0,2017.0,Solo
do re mi,blackbear,electropop,2017.0,2021‑01‑28,111.0,59.0,75.0,-6.0,12.0,17.0,212.0,1.0,5.0,77.0,2017.0,Solo
That's What I Like,Bruno Mars,dance pop,2016.0,2021‑01‑28,134.0,56.0,85.0,-5.0,9.0,86.0,207.0,1.0,4.0,86.0,2017.0,Solo
24K Magic,Bruno Mars,dance pop,2016.0,2021‑01‑28,107.0,80.0,82.0,-4.0,15.0,63.0,226.0,3.0,8.0,82.0,2017.0,Solo
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,dance pop,2017.0,2021‑01‑28,101.0,75.0,89.0,-3.0,9.0,87.0,223.0,6.0,6.0,81.0,2017.0,Solo
Slide (feat. Frank Ocean & Migos),Calvin Harris,dance pop,2017.0,2021‑01‑28,104.0,80.0,74.0,-3.0,25.0,51.0,231.0,50.0,5.0,77.0,2017.0,Solo
Havana (feat. Young Thug),Camila Cabello,dance pop,2018.0,2021‑01‑28,105.0,52.0,77.0,-4.0,13.0,39.0,217.0,18.0,3.0,84.0,2017.0,Solo
Bodak Yellow,Cardi B,dance pop,2018.0,2021‑01‑28,125.0,70.0,93.0,-6.0,23.0,49.0,224.0,7.0,10.0,77.0,2017.0,Solo
No Promises (feat. Demi Lovato),Cheat Codes,dance pop,2017.0,2021‑01‑28,113.0,62.0,74.0,-7.0,11.0,58.0,223.0,6.0,16.0,66.0,2017.0,Trio
Redbone,Childish Gambino,atl hip hop,2016.0,2021‑01‑28,160.0,34.0,74.0,-11.0,10.0,58.0,327.0,17.0,12.0,87.0,2017.0,Solo
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,dance pop,2016.0,2021‑01‑28,102.0,76.0,72.0,-4.0,18.0,74.0,251.0,41.0,5.0,80.0,2017.0,Band/Group
Sorry Not Sorry,Demi Lovato,dance pop,2017.0,2021‑01‑28,144.0,64.0,71.0,-7.0,26.0,89.0,204.0,2.0,23.0,81.0,2017.0,Solo
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,dance pop,2017.0,2021‑01‑28,81.0,67.0,60.0,-4.0,13.0,82.0,289.0,5.0,4.0,70.0,2017.0,Solo
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,dance pop,2017.0,2021‑01‑28,98.0,68.0,61.0,-3.0,13.0,62.0,205.0,3.0,8.0,70.0,2017.0,Solo
Passionfruit,Drake,canadian hip hop,2017.0,2021‑01‑28,112.0,46.0,81.0,-11.0,11.0,36.0,299.0,26.0,4.0,86.0,2017.0,Solo
Fake Love,Drake,canadian hip hop,2017.0,2021‑01‑28,134.0,48.0,93.0,-9.0,18.0,61.0,211.0,11.0,29.0,78.0,2017.0,Solo
Perfect,Ed Sheeran,pop,2017.0,2021‑01‑28,95.0,45.0,60.0,-6.0,11.0,17.0,263.0,16.0,2.0,89.0,2017.0,Solo
Shape of You,Ed Sheeran,pop,2017.0,2021‑01‑28,96.0,65.0,83.0,-3.0,9.0,93.0,234.0,58.0,8.0,89.0,2017.0,Solo
Sit Next to Me,Foster The People,indietronica,2017.0,2021‑06‑25,97.0,74.0,64.0,-5.0,69.0,66.0,243.0,12.0,3.0,75.0,2017.0,Band/Group
Unforgettable,French Montana,gangster rap,2017.0,2021‑01‑28,98.0,77.0,73.0,-5.0,10.0,73.0,234.0,3.0,12.0,86.0,2017.0,Solo
Mask Off,Future,atl hip hop,2017.0,2021‑01‑28,150.0,43.0,83.0,-9.0,17.0,28.0,205.0,1.0,43.0,84.0,2017.0,Solo
Him & I (with Halsey),G-Eazy,indie pop rap,2017.0,2021‑01‑28,88.0,73.0,59.0,-6.0,31.0,19.0,269.0,5.0,9.0,80.0,2017.0,Solo
No Limit,G-Eazy,indie pop rap,2017.0,2021‑01‑28,176.0,77.0,84.0,-4.0,9.0,41.0,245.0,1.0,24.0,76.0,2017.0,Solo
Most Girls,Hailee Steinfeld,dance pop,2017.0,2021‑01‑28,103.0,57.0,76.0,-7.0,9.0,42.0,204.0,5.0,8.0,77.0,2017.0,Solo
Now Or Never,Halsey,dance pop,2017.0,2021‑01‑28,110.0,59.0,67.0,-5.0,13.0,45.0,215.0,11.0,4.0,71.0,2017.0,Solo
NUMB,Hayden James,aussietronica,2019.0,2021‑06‑25,148.0,56.0,62.0,-7.0,9.0,40.0,217.0,18.0,4.0,64.0,2017.0,Solo
Believer,Imagine Dragons,modern rock,2017.0,2021‑01‑28,125.0,78.0,78.0,-4.0,8.0,67.0,204.0,6.0,13.0,91.0,2017.0,Band/Group
Thunder,Imagine Dragons,modern rock,2017.0,2021‑01‑28,168.0,82.0,61.0,-5.0,15.0,29.0,187.0,1.0,4.0,87.0,2017.0,Band/Group
Whatever It Takes,Imagine Dragons,modern rock,2017.0,2021‑01‑28,135.0,66.0,67.0,-5.0,12.0,56.0,201.0,4.0,3.0,84.0,2017.0,Band/Group
HUMBLE.,Kendrick Lamar,conscious hip hop,2017.0,2021‑01‑28,150.0,62.0,91.0,-7.0,10.0,42.0,177.0,0.0,10.0,87.0,2017.0,Solo
LOVE. FEAT. ZACARI.,Kendrick Lamar,conscious hip hop,2017.0,2021‑01‑28,126.0,59.0,80.0,-7.0,15.0,78.0,213.0,26.0,9.0,85.0,2017.0,Solo
DNA.,Kendrick Lamar,conscious hip hop,2017.0,2021‑01‑28,140.0,52.0,64.0,-7.0,8.0,42.0,186.0,0.0,36.0,83.0,2017.0,Solo
ELEMENT.,Kendrick Lamar,conscious hip hop,2017.0,2021‑01‑28,190.0,71.0,75.0,-5.0,25.0,48.0,209.0,20.0,49.0,76.0,2017.0,Solo
Young Dumb & Broke,Khalid,pop,2017.0,2021‑01‑28,137.0,54.0,80.0,-6.0,17.0,39.0,203.0,20.0,4.0,84.0,2017.0,Solo
Location,Khalid,pop,2017.0,2021‑01‑28,80.0,45.0,74.0,-11.0,9.0,33.0,219.0,33.0,43.0,83.0,2017.0,Solo
Tunnel Vision,Kodak Black,florida rap,2017.0,2021‑01‑28,172.0,49.0,50.0,-8.0,12.0,23.0,268.0,6.0,29.0,78.0,2017.0,Solo
iSpy (feat. Lil Yachty),KYLE,pop,2016.0,2021‑01‑28,75.0,65.0,75.0,-7.0,23.0,67.0,253.0,38.0,29.0,76.0,2017.0,Solo
Lust For Life (with The Weeknd),Lana Del Rey,art pop,2017.0,2021‑01‑28,100.0,66.0,50.0,-9.0,36.0,26.0,264.0,60.0,5.0,73.0,2017.0,Solo
Strip That Down (feat. Quavo),Liam Payne,dance pop,2019.0,2021‑01‑28,106.0,50.0,87.0,-5.0,8.0,55.0,202.0,20.0,5.0,75.0,2017.0,Solo
Save That Shit,Lil Peep,emo rap,2017.0,2021‑01‑28,106.0,58.0,53.0,-9.0,42.0,14.0,232.0,3.0,3.0,82.0,2017.0,Solo
Gucci Gang,Lil Pump,emo rap,2017.0,2021‑01‑28,120.0,52.0,94.0,-7.0,12.0,70.0,124.0,24.0,6.0,69.0,2017.0,Solo
XO Tour Llif3,Lil Uzi Vert,melodic rap,2017.0,2021‑01‑28,155.0,75.0,73.0,-6.0,11.0,40.0,183.0,0.0,23.0,86.0,2017.0,Solo
Touch (feat. Kid Ink),Little Mix,dance pop,2016.0,2021‑01‑28,102.0,75.0,64.0,-4.0,49.0,55.0,203.0,4.0,11.0,59.0,2017.0,Band/Group
1-800-273-8255,Logic,conscious hip hop,2017.0,2021‑01‑28,100.0,57.0,62.0,-8.0,19.0,36.0,250.0,57.0,5.0,82.0,2017.0,Solo
Liability,Lorde,art pop,2017.0,2021‑06‑25,76.0,23.0,59.0,-11.0,10.0,38.0,172.0,92.0,13.0,79.0,2017.0,Solo
Green Light,Lorde,art pop,2017.0,2021‑01‑28,129.0,72.0,59.0,-8.0,9.0,25.0,235.0,2.0,10.0,78.0,2017.0,Solo
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,art pop,2017.0,2021‑06‑25,107.0,55.0,78.0,-5.0,13.0,18.0,214.0,23.0,8.0,71.0,2017.0,Solo
broken,lovelytheband,indie poptimism,2018.0,2021‑06‑25,123.0,73.0,67.0,-6.0,4.0,51.0,205.0,0.0,4.0,76.0,2017.0,Band/Group
Despacito,Luis Fonsi,latin,2019.0,2021‑01‑28,178.0,80.0,66.0,-5.0,7.0,84.0,229.0,20.0,15.0,83.0,2017.0,Solo
Bad Things (with Camila Cabello),Machine Gun Kelly,ohio hip hop,2017.0,2021‑01‑28,138.0,69.0,70.0,-5.0,19.0,31.0,239.0,21.0,15.0,76.0,2017.0,Solo
Glorious (feat. Skylar Grey),Macklemore,pop rap,2017.0,2021‑01‑28,140.0,79.0,73.0,-5.0,11.0,36.0,220.0,3.0,5.0,78.0,2017.0,Solo
Cold (feat. Future),Maroon 5,pop,2018.0,2021‑01‑28,100.0,72.0,69.0,-6.0,5.0,41.0,234.0,14.0,11.0,68.0,2017.0,Band/Group
Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,pop,2018.0,2021‑01‑28,100.0,61.0,78.0,-6.0,10.0,42.0,214.0,34.0,7.0,66.0,2017.0,Band/Group
Little Dark Age,MGMT,alternative dance,2018.0,2022‑03‑08,98.0,71.0,71.0,-6.0,10.0,62.0,300.0,1.0,4.0,85.0,2017.0,Band/Group
Bad and Boujee (feat. Lil Uzi Vert),Migos,atl hip hop,2017.0,2021‑01‑28,127.0,67.0,93.0,-5.0,12.0,17.0,343.0,6.0,24.0,78.0,2017.0,Trio
Slippery (feat. Gucci Mane),Migos,atl hip hop,2017.0,2021‑01‑28,142.0,68.0,92.0,-6.0,10.0,75.0,304.0,31.0,26.0,74.0,2017.0,Trio
T-Shirt,Migos,atl hip hop,2017.0,2021‑01‑28,139.0,69.0,87.0,-4.0,16.0,49.0,242.0,24.0,22.0,71.0,2017.0,Trio
Sky Walker (feat. Travis Scott),Miguel,dance pop,2017.0,2021‑01‑28,146.0,51.0,67.0,-11.0,9.0,18.0,259.0,17.0,4.0,78.0,2017.0,Solo
Malibu,Miley Cyrus,dance pop,2017.0,2021‑01‑28,140.0,78.0,57.0,-6.0,8.0,34.0,232.0,8.0,6.0,77.0,2017.0,Solo
Nights With You,MØ,art pop,2017.0,2021‑06‑25,120.0,67.0,76.0,-4.0,38.0,60.0,197.0,40.0,10.0,61.0,2017.0,Solo
Slow Hands,Niall Horan,dance pop,2017.0,2021‑01‑28,86.0,43.0,74.0,-7.0,6.0,85.0,188.0,1.0,5.0,79.0,2017.0,Solo
Magnolia,Playboi Carti,atl hip hop,2017.0,2021‑01‑28,163.0,58.0,79.0,-7.0,35.0,44.0,182.0,1.0,29.0,82.0,2017.0,Solo
Chameleon,PNAU,alternative dance,2017.0,2021‑01‑28,120.0,93.0,72.0,-3.0,30.0,20.0,198.0,0.0,4.0,48.0,2017.0,Trio
Feel It Still,Portugal. The Man,indie rock,2017.0,2021‑01‑28,79.0,80.0,80.0,-5.0,7.0,75.0,163.0,4.0,5.0,81.0,2017.0,Band/Group
Congratulations,Post Malone,dfw rap,2016.0,2021‑01‑28,123.0,80.0,63.0,-4.0,25.0,49.0,220.0,22.0,4.0,85.0,2017.0,Solo
I Fall Apart,Post Malone,dfw rap,2016.0,2021‑01‑28,144.0,54.0,56.0,-5.0,20.0,29.0,223.0,7.0,4.0,83.0,2017.0,Solo
Swang,Rae Sremmurd,hip hop,2016.0,2021‑01‑28,140.0,31.0,68.0,-9.0,10.0,17.0,208.0,20.0,6.0,80.0,2017.0,Duo
Black Beatles,Rae Sremmurd,hip hop,2016.0,2021‑01‑28,146.0,63.0,79.0,-6.0,13.0,36.0,292.0,14.0,6.0,80.0,2017.0,Duo
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,san diego rap,2016.0,2021‑01‑28,108.0,43.0,89.0,-10.0,9.0,23.0,177.0,3.0,14.0,81.0,2017.0,Solo
Losin Control,Russ,hawaiian hip hop,2017.0,2021‑01‑28,97.0,25.0,76.0,-7.0,10.0,21.0,238.0,52.0,14.0,79.0,2017.0,Solo
Too Good At Goodbyes,Sam Smith,dance pop,2017.0,2021‑01‑28,92.0,37.0,68.0,-8.0,17.0,48.0,201.0,64.0,4.0,77.0,2017.0,Solo
No Lie,Sean Paul,dance pop,2018.0,2021‑01‑28,102.0,88.0,74.0,-3.0,21.0,46.0,221.0,5.0,12.0,89.0,2017.0,Solo
Fetish (feat. Gucci Mane),Selena Gomez,dance pop,2017.0,2021‑08‑17,123.0,62.0,71.0,-4.0,6.0,27.0,186.0,2.0,6.0,74.0,2017.0,Solo
Broccoli,Shelley FKA DRAM,alternative r&b,2016.0,2021‑01‑28,146.0,53.0,89.0,-7.0,6.0,71.0,225.0,24.0,13.0,64.0,2017.0,Solo
Don't Leave,Snakehips,edm,2017.0,2021‑01‑28,122.0,70.0,66.0,-3.0,26.0,34.0,215.0,22.0,8.0,68.0,2017.0,Duo
Love Galore (feat. Travis Scott),SZA,pop,2017.0,2021‑01‑28,135.0,59.0,80.0,-6.0,16.0,41.0,275.0,11.0,7.0,81.0,2017.0,Solo
Look What You Made Me Do,Taylor Swift,pop,2017.0,2021‑01‑28,128.0,71.0,77.0,-6.0,13.0,51.0,212.0,20.0,12.0,81.0,2017.0,Solo
...Ready For It?,Taylor Swift,pop,2017.0,2021‑01‑28,160.0,76.0,61.0,-7.0,20.0,42.0,208.0,5.0,14.0,78.0,2017.0,Solo
Something Just Like This,The Chainsmokers,dance pop,2017.0,2021‑01‑28,103.0,64.0,62.0,-7.0,16.0,45.0,247.0,5.0,3.0,87.0,2017.0,Duo
Paris,The Chainsmokers,dance pop,2017.0,2021‑01‑28,100.0,66.0,65.0,-6.0,9.0,22.0,222.0,2.0,3.0,77.0,2017.0,Duo
All Night,The Vamps,boy band,2017.0,2021‑01‑28,145.0,80.0,54.0,-5.0,33.0,51.0,198.0,0.0,4.0,78.0,2017.0,Duo
Middle Of The Night,The Vamps,boy band,2017.0,2021‑01‑28,130.0,75.0,59.0,-4.0,8.0,40.0,175.0,0.0,6.0,65.0,2017.0,Duo
I Feel It Coming,The Weeknd,canadian contemporary r&b,2016.0,2021‑01‑28,93.0,82.0,77.0,-6.0,7.0,59.0,269.0,43.0,12.0,82.0,2017.0,Solo
goosebumps,Travis Scott,hip hop,2016.0,2021‑01‑28,130.0,73.0,84.0,-3.0,15.0,43.0,244.0,8.0,5.0,88.0,2017.0,Solo
BUTTERFLY EFFECT,Travis Scott,hip hop,2018.0,2021‑01‑28,141.0,63.0,76.0,-6.0,11.0,19.0,191.0,5.0,5.0,81.0,2017.0,Solo
Jocelyn Flores,XXXTENTACION,emo rap,2017.0,2021‑01‑28,134.0,39.0,87.0,-9.0,30.0,44.0,119.0,47.0,24.0,89.0,2017.0,Solo
Rake It Up (feat. Nicki Minaj),Yo Gotti,dirty south rap,2017.0,2021‑01‑28,150.0,44.0,91.0,-8.0,14.0,53.0,276.0,2.0,34.0,73.0,2017.0,Solo
I Would Like,Zara Larsson,dance pop,2017.0,2021‑01‑28,121.0,71.0,49.0,-4.0,8.0,30.0,227.0,9.0,5.0,62.0,2017.0,Solo
Juju on That Beat (TZ Anthem),Zay Hilfigerrr,hip hop,2016.0,2021‑01‑28,161.0,89.0,81.0,-4.0,39.0,78.0,144.0,0.0,28.0,62.0,2017.0,Solo
Stay,Zedd,complextro,2017.0,2021‑01‑28,102.0,62.0,69.0,-5.0,12.0,54.0,210.0,25.0,6.0,80.0,2017.0,Solo
